	Age	Education	Marital_Status	Income	Children	daysCustomerFor	Recency	Wines	Fruits	Meat	Fish	Sweets	Total_Spent	Gold	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	PurchaseNum	NumStorePurchases	NumWebVisitsMonth	Total_campaigns_accepted	Complain	Cust_Seniority	Clusters
984	72	UG	Married	80763.0	0	478	17	674	168	108	192	42	1415	231	1	5	11	22	6	3	3	0	Old	3
985	48	PG	Married	65352.0	1	472	43	284	3	84	4	7	405	23	2	4	2	14	8	4	0	0	Old	0
986	44	PG	Married	82170.0	0	376	13	1023	93	651	49	55	1908	37	1	5	6	18	7	2	0	0	New	1
987	53	UG	Married	75759.0	0	407	46	1394	22	708	89	91	2486	182	1	9	7	25	9	5	4	0	Old	3
988	46	UG	Single	79689.0	0	366	65	311	26	640	180	37	1315	121	1	4	9	26	13	2	0	0	New	1
989	66	PG	Single	35340.0	2	160	1	27	0	12	0	1	45	5	2	2	0	5	3	5	0	0	New	4
990	68	UG	Single	85683.0	0	260	6	1296	17	311	45	69	1789	51	1	2	4	16	10	1	5	0	New	1
991	50	UG	Married	24884.0	1	737	32	3	6	7	0	0	19	3	1	0	0	3	3	7	0	0	Old	2
992	41	PG	Married	42021.0	1	827	34	393	5	136	7	5	573	27	5	10	1	17	6	9	1	0	Old	0
993	33	UG	Single	64449.0	1	291	70	218	63	282	137	35	805	70	4	5	3	20	12	4	0	0	New	1
994	68	UG	Single	64587.0	2	167	49	66	0	16	0	6	108	20	2	1	1	6	4	3	0	0	New	4
995	27	UG	Single	34824.0	0	255	65	4	2	11	2	0	23	4	1	1	0	3	2	6	0	0	New	4
996	44	UG	Married	75437.0	0	451	25	795	0	545	95	58	1493	0	1	8	4	22	10	6	1	0	Old	3
997	65	UG	Married	26091.0	2	284	84	15	10	19	8	17	89	20	3	2	1	6	3	5	0	0	New	4
998	49	UG	Married	52845.0	1	480	7	384	25	292	130	41	936	64	3	8	8	22	6	6	1	0	Old	3
999	66	UG	Single	46086.0	1	635	34	244	8	32	7	2	343	50	4	3	1	12	8	4	0	0	Old	2
1000	66	PG	Single	78028.0	1	788	38	158	19	288	25	0	528	38	1	6	4	19	9	7	3	0	Old	0
1001	35	PG	Single	95169.0	0	452	1	1285	21	449	106	20	1901	20	1	4	3	11	4	1	3	0	Old	3
1002	41	UG	Married	56337.0	2	619	25	349	16	144	28	5	724	182	5	8	5	17	4	8	3	0	Old	0
1003	35	UG	Married	22434.0	1	661	25	4	12	11	3	13	58	15	2	2	0	5	3	8	0	0	Old	2
1004	68	PG	Married	36930.0	1	568	50	223	2	31	0	2	297	39	5	5	2	11	4	8	0	0	Old	0
1005	68	UG	Single	36130.0	1	672	46	157	43	127	68	56	488	37	6	3	8	15	4	4	2	0	Old	0
1006	69	PG	Married	65569.0	1	939	96	397	46	288	20	38	859	70	2	6	5	21	10	3	0	0	Old	0
1007	70	UG	Married	83844.0	0	366	57	901	31	345	75	31	1574	191	1	4	4	19	11	1	1	0	New	1
1008	54	UG	Married	19514.0	2	314	47	14	3	21	2	1	69	28	4	3	1	6	2	8	1	0	New	4
1009	59	PG	Single	36736.0	2	427	52	10	0	3	0	0	17	4	1	1	0	3	2	6	0	0	Old	2
1010	43	UG	Married	77568.0	1	833	30	1230	0	396	232	178	2194	158	1	10	2	20	8	5	3	0	Old	3
1011	46	PG	Married	49187.0	1	35	63	81	1	31	2	1	116	0	1	1	1	7	5	2	0	0	New	4
1012	44	UG	Single	30168.0	1	521	51	154	20	66	0	12	279	27	7	6	1	11	4	9	0	0	Old	2
1013	54	PG	Married	34053.0	1	788	14	63	0	21	7	0	103	12	1	3	0	6	3	8	0	0	Old	2
1014	51	PG	Married	38196.0	2	232	20	30	0	11	0	0	44	3	3	2	0	6	4	5	0	0	New	4
1015	71	PG	Married	59412.0	0	231	56	90	67	165	30	43	406	11	1	4	2	14	8	3	0	0	New	1
1016	57	UG	Married	70924.0	0	155	41	635	114	254	132	152	1363	76	1	6	6	19	7	3	1	0	New	1
1017	53	UG	Married	54165.0	0	557	72	127	4	73	15	6	236	11	1	2	1	10	7	2	0	0	Old	2
1018	49	UG	Married	32300.0	1	645	1	13	3	6	6	5	39	6	1	1	0	4	3	8	0	0	Old	2
1019	46	UG	Single	20180.0	0	654	27	18	42	24	15	20	137	18	1	2	1	7	4	7	0	0	Old	2
1020	49	UG	Married	34961.0	1	170	77	45	2	26	4	1	79	1	3	3	1	7	3	7	0	0	New	4
1021	48	PG	Married	28440.0	1	517	87	38	1	24	0	0	63	0	1	2	0	5	3	8	0	0	Old	2
1022	69	PG	Married	64504.0	3	612	81	986	36	168	16	0	1314	108	7	11	3	18	4	7	1	0	Old	0
1023	56	PG	Married	33564.0	1	165	51	61	0	3	0	0	71	7	1	1	1	5	3	5	0	0	New	4
1024	44	UG	Married	17345.0	1	1000	79	4	9	16	17	0	58	12	2	2	1	5	2	8	0	0	Old	2
1025	55	PG	Married	56320.0	1	489	11	201	53	172	116	77	702	83	3	5	4	18	9	4	0	0	Old	0
1026	44	UG	Single	28647.0	1	472	54	19	8	29	0	12	94	26	1	2	2	6	2	7	2	0	Old	2
1027	35	UG	Single	15038.0	1	676	93	4	8	11	19	12	80	26	2	2	1	5	2	9	0	0	Old	2
1028	64	PG	Single	32173.0	1	697	0	18	0	2	0	0	22	2	1	1	0	4	3	4	0	0	Old	2
1029	58	UG	Married	68316.0	1	969	54	806	80	161	120	11	1211	33	5	10	7	27	10	6	0	0	Old	0
1030	51	UG	Married	74538.0	0	525	21	380	98	733	110	112	1461	28	1	8	8	21	5	3	2	0	Old	3
1031	51	UG	Single	91700.0	0	688	58	576	172	961	125	115	1968	19	1	8	6	19	5	3	1	0	Old	3
1032	53	UG	Married	68695.0	0	164	3	458	81	356	106	50	1091	40	1	4	4	15	7	2	0	0	New	1
1033	45	UG	Married	31056.0	1	683	99	5	10	13	3	8	55	16	1	1	0	4	3	8	0	0	Old	2
1034	49	UG	Married	79593.0	0	1	70	350	60	568	110	133	1366	145	1	5	6	18	7	2	1	0	New	1
1035	42	UG	Single	28071.0	0	829	65	39	33	130	41	26	313	44	2	5	1	11	5	8	0	0	Old	2
1036	64	PG	Married	37334.0	2	283	44	26	1	16	2	2	62	15	4	3	0	7	4	4	0	0	New	4
1037	50	PG	Single	46423.0	2	444	6	68	0	16	0	0	92	8	3	2	0	6	4	7	0	0	Old	2
1038	51	PG	Married	37126.0	1	251	9	45	3	9	4	4	72	7	1	1	2	5	2	6	2	0	New	4
1039	69	UG	Married	47703.0	1	556	95	359	0	134	13	26	655	123	4	6	3	17	8	5	0	0	Old	0
1040	63	UG	Married	61180.0	1	227	70	403	24	29	6	24	704	218	2	5	5	16	6	3	1	0	New	1
1041	68	UG	Married	38998.0	2	1000	92	34	1	14	0	0	54	5	3	2	0	5	3	8	0	1	Old	2
1042	31	UG	Single	8028.0	0	809	62	73	18	66	7	12	178	2	15	0	1	1	0	19	0	0	Old	2
1043	60	UG	Married	76081.0	0	197	85	292	30	415	63	33	1033	200	1	4	5	13	4	2	1	0	New	1
1044	36	UG	Married	34728.0	1	494	2	14	0	16	0	0	36	6	1	1	1	4	2	6	1	0	Old	2
1045	57	PG	Single	33168.0	1	784	0	80	1	37	0	1	122	3	3	2	1	7	4	7	0	0	Old	2
1046	56	PG	Married	33585.0	1	437	91	30	11	33	13	6	122	29	1	2	0	6	4	4	0	0	Old	2
1047	62	PG	Married	77037.0	1	419	3	463	96	333	168	53	1123	10	1	7	7	26	12	3	0	0	Old	3
1048	38	UG	Married	35196.0	1	753	68	75	12	141	43	39	497	187	6	6	1	12	5	8	1	0	Old	0
1049	56	UG	Married	44529.0	1	578	98	538	13	91	17	6	691	26	6	6	2	19	11	5	1	0	Old	0
1050	57	UG	Married	70924.0	0	155	41	635	114	254	132	152	1363	76	1	6	6	19	7	3	1	0	New	1
1051	56	PG	Married	28764.0	2	214	16	8	0	3	0	0	12	1	1	1	0	3	2	8	1	0	New	4
1052	73	PG	Married	69098.0	0	658	82	1315	22	780	145	0	2440	178	1	7	8	24	9	5	0	0	Old	3
1053	52	UG	Single	25959.0	2	660	1	4	2	12	7	5	56	26	2	1	2	5	2	6	1	0	Old	2
1054	39	PG	Married	27100.0	1	581	64	12	0	13	2	0	37	10	1	1	0	4	3	7	0	0	Old	2
1055	37	UG	Single	70596.0	0	940	68	347	44	534	17	0	968	26	1	3	5	20	12	2	0	0	Old	3
1056	48	UG	Married	42557.0	1	829	98	192	5	53	0	5	270	15	4	6	1	11	4	8	0	0	Old	2
1057	71	PG	Married	53312.0	0	454	32	241	0	12	0	0	278	25	1	5	1	11	5	7	0	0	Old	2
1058	70	UG	Single	72228.0	0	739	87	631	28	491	30	14	1250	56	1	6	7	21	8	3	0	0	Old	3
1059	35	UG	Married	67605.0	0	615	84	336	28	282	184	54	938	54	1	2	8	16	6	1	0	0	Old	3
1060	73	PG	Married	62845.0	2	1061	3	1099	0	45	0	0	1178	34	11	3	4	17	10	8	1	0	Old	0
1061	64	UG	Married	65196.0	2	499	34	743	19	181	12	0	1155	200	2	7	6	24	11	5	1	0	Old	0
1062	35	PG	Single	42000.0	0	431	23	124	83	267	85	59	653	35	2	5	2	18	11	5	1	0	Old	3
1063	49	PG	Single	35860.0	2	201	37	15	0	8	4	2	49	20	2	1	1	4	2	5	1	0	New	4
1064	58	PG	Married	65526.0	1	32	22	397	19	69	12	0	506	9	1	4	4	16	8	2	0	0	New	4
1065	61	UG	Married	16860.0	2	727	19	10	4	4	3	3	38	14	3	1	1	5	3	7	0	0	Old	2
1066	30	UG	Single	83528.0	0	335	7	530	117	678	134	44	1650	147	1	4	10	22	8	1	3	0	New	1
1067	57	UG	Single	64176.0	1	1003	52	1215	33	249	64	116	1826	149	8	8	9	25	8	6	0	0	Old	3
1068	66	UG	Single	22304.0	0	972	91	3	2	7	0	4	18	2	1	1	0	3	2	8	0	0	Old	2
1069	44	UG	Married	67023.0	0	247	93	444	44	382	11	8	906	17	1	3	7	23	13	2	0	1	New	1
1070	51	PG	Married	32892.0	1	195	78	26	0	15	2	1	46	2	2	3	0	6	3	8	0	0	New	4
1071	56	UG	Married	70713.0	1	999	23	736	114	279	82	76	1477	190	6	5	6	19	8	3	0	0	Old	3
1072	67	UG	Married	59925.0	1	736	83	473	21	176	19	21	766	56	3	9	2	20	9	6	0	0	Old	0
1073	69	UG	Married	39722.0	1	285	92	32	0	5	2	0	47	8	2	2	0	5	3	5	0	0	New	4
1074	64	UG	Married	46610.0	0	506	4	288	10	30	4	10	467	125	1	6	1	13	6	6	0	0	Old	0
1075	61	UG	Married	88347.0	0	639	32	1050	178	555	77	138	2116	118	1	4	7	20	9	1	1	0	Old	3
1076	41	PG	Married	87171.0	0	700	27	1001	44	107	58	44	1298	44	1	6	7	24	11	2	2	0	Old	3
1077	46	UG	Married	26907.0	2	473	10	9	1	7	0	3	22	2	2	1	0	4	3	7	0	0	Old	2
1078	54	PG	Single	50014.0	1	318	9	234	14	77	19	10	396	42	2	4	1	13	8	5	0	0	New	4
1079	44	PG	Married	41014.0	1	593	65	7	2	6	2	0	20	3	1	1	0	3	2	7	0	0	Old	2
1080	57	UG	Single	66294.0	0	264	68	251	108	334	65	92	967	117	1	4	3	12	5	2	0	0	New	1
1081	51	UG	Married	36715.0	1	749	16	172	10	125	21	13	357	16	6	7	2	13	4	9	1	0	Old	0
1082	66	UG	Married	79456.0	0	836	12	565	42	548	64	83	1401	99	1	5	6	15	4	3	1	0	Old	3
1083	40	UG	Married	40479.0	1	476	95	5	0	8	2	0	15	0	1	0	0	3	3	4	0	0	Old	2
1084	52	PG	Single	75345.0	0	672	16	918	57	842	99	38	2087	133	1	5	8	19	6	3	2	0	Old	3
1085	45	UG	Married	54233.0	1	613	46	652	8	158	21	0	981	142	4	11	6	22	5	8	0	0	Old	0
1086	52	UG	Single	24163.0	2	361	3	4	1	7	2	1	17	2	2	1	0	4	3	4	0	0	New	4
1087	64	PG	Married	84460.0	0	614	80	152	27	103	106	54	523	81	0	9	9	22	4	5	5	0	Old	3
1088	39	UG	Married	43776.0	1	276	77	8	0	9	2	1	23	3	1	1	0	3	2	6	0	0	New	4
1089	64	PG	Single	71691.0	0	264	0	336	130	411	240	32	1192	43	1	4	7	16	5	2	1	0	New	1
1090	49	PG	Married	85844.0	0	191	62	938	19	843	25	95	1958	38	1	6	6	19	7	2	1	0	New	1
1091	48	PG	Single	39190.0	1	224	91	68	8	18	19	8	133	12	2	2	1	7	4	5	0	0	New	4
1092	63	UG	Married	71367.0	0	470	24	227	23	389	42	21	777	75	1	4	5	16	7	2	0	0	Old	3
1093	50	PG	Single	38578.0	2	532	2	38	4	22	3	3	73	3	3	3	0	6	3	8	0	0	Old	2
1094	57	PG	Married	57236.0	2	3	22	105	0	9	2	1	121	4	3	2	1	7	4	3	0	0	New	4
1095	43	UG	Single	61825.0	1	516	56	162	50	100	55	30	424	27	1	4	2	14	8	4	0	0	Old	2
1096	64	UG	Single	79803.0	1	303	54	574	8	216	21	16	868	33	1	4	3	12	5	1	0	0	New	1
1097	36	UG	Single	80910.0	0	766	71	160	80	369	67	39	756	41	1	3	3	14	8	1	0	0	Old	3
1098	40	PG	Married	27590.0	1	592	38	6	0	5	0	0	12	1	1	1	0	3	2	7	0	0	Old	2
1099	43	UG	Married	56775.0	1	673	62	614	35	160	58	35	937	35	2	5	8	23	10	5	0	0	Old	3
1100	47	UG	Single	83829.0	0	483	78	897	161	430	186	161	1862	27	0	4	7	17	6	1	4	0	Old	3
1101	43	UG	Married	54210.0	1	565	18	70	54	109	80	9	367	45	2	4	1	12	7	5	0	0	Old	2
1102	36	UG	Married	38508.0	1	666	95	120	19	206	25	19	443	54	6	7	2	14	5	8	0	0	Old	0
1103	52	UG	Married	53187.0	1	406	66	211	2	30	7	7	267	10	2	4	1	11	6	5	0	0	Old	2
1104	50	UG	Married	30023.0	1	257	28	11	0	16	7	6	61	21	1	2	0	5	3	8	0	0	New	4
1105	62	PG	Single	76045.0	0	386	78	760	53	400	17	93	1323	0	1	4	5	20	11	2	1	0	Old	3
1106	70	PG	Married	50870.0	1	170	13	53	0	8	0	0	63	2	1	2	0	5	3	5	0	0	New	4
1107	52	UG	Married	15315.0	0	638	27	7	4	13	15	8	64	17	2	2	0	6	4	5	0	0	Old	2
1108	48	UG	Married	65463.0	1	310	17	391	32	70	21	32	562	16	2	6	2	17	9	5	1	0	New	1
1109	57	UG	Married	66480.0	2	189	71	199	9	57	20	21	312	6	7	4	1	12	7	4	0	0	New	4
1110	68	UG	Single	76773.0	0	649	79	516	56	449	86	33	1156	16	1	2	2	15	11	1	0	0	Old	3
1111	39	UG	Single	81698.0	0	702	1	709	45	115	30	160	1104	45	1	8	2	15	5	5	2	0	Old	3
1112	49	PG	Single	54466.0	2	95	78	12	0	4	0	0	16	0	1	1	0	3	2	5	0	0	New	4
1113	62	PG	Single	98777.0	0	292	23	1000	19	711	125	115	2008	38	0	4	6	19	9	1	1	0	New	1
1114	38	PG	Single	16269.0	1	463	75	19	3	18	3	1	44	0	3	3	0	6	3	8	0	0	Old	2
1115	51	UG	Married	71819.0	1	465	70	1224	28	140	0	14	1574	168	3	3	3	11	5	6	2	0	Old	0
1116	39	PG	Married	33569.0	1	416	10	16	2	18	3	0	63	24	1	1	1	4	2	8	2	0	Old	2
1117	39	PG	Married	36262.0	0	442	24	88	39	54	64	28	426	153	1	3	5	11	3	6	2	0	Old	0
1118	56	UG	Married	22634.0	0	689	47	2	23	11	8	6	96	46	1	2	1	5	2	8	0	0	Old	2
1119	44	UG	Married	47025.0	1	362	98	508	11	59	23	5	635	29	5	11	1	18	6	9	0	0	New	0
1120	54	UG	Single	70566.0	1	544	4	381	28	215	84	28	757	21	2	6	5	20	9	3	0	0	Old	3
1121	43	PG	Married	31605.0	1	744	15	74	0	42	2	1	125	6	2	2	1	7	4	7	0	0	Old	2
1122	49	PG	Single	52034.0	2	568	67	146	0	93	7	13	332	73	5	4	2	11	5	7	0	0	Old	0
1123	43	UG	Single	48526.0	1	347	32	23	17	23	43	20	135	9	1	2	1	7	4	3	0	0	New	4
1124	68	UG	Married	46734.0	1	748	40	110	5	137	26	23	330	29	2	6	1	12	5	7	0	0	Old	2
1125	60	UG	Single	39552.0	2	718	54	165	3	147	4	24	384	41	7	6	2	13	5	8	1	0	Old	0
1126	56	UG	Single	86358.0	2	850	78	957	47	494	82	47	1722	95	4	5	3	14	6	8	0	0	Old	0
1127	45	UG	Married	46931.0	3	226	94	41	0	17	3	1	78	16	2	1	1	5	3	3	0	0	New	4
1128	37	UG	Single	16581.0	0	370	51	1	3	4	2	3	24	11	1	0	0	3	3	4	0	0	New	4
1129	70	UG	Single	63998.0	0	351	42	176	29	818	0	33	1168	112	1	7	6	24	11	4	1	0	New	1
1130	71	PG	Married	67381.0	1	690	67	815	8	53	11	0	957	70	4	2	2	13	9	7	1	0	Old	0
1131	55	UG	Single	25930.0	2	422	87	6	1	2	2	0	15	4	1	1	0	3	2	7	0	0	Old	2
1132	44	UG	Married	42693.0	1	153	29	8	4	20	6	3	57	16	1	1	0	4	3	5	0	0	New	4
1133	46	UG	Married	85606.0	1	725	89	717	42	864	219	30	1956	84	2	6	7	22	9	3	1	0	Old	3
1134	37	UG	Single	72903.0	0	403	74	1067	138	750	0	19	2013	39	1	7	5	20	8	4	4	0	Old	3
1135	48	UG	Married	49669.0	1	196	97	166	5	107	11	8	326	29	2	5	1	12	6	6	0	0	New	4
1136	54	PG	Married	36778.0	2	942	63	29	4	34	2	4	77	4	3	3	0	6	3	9	0	0	Old	2
1137	60	PG	Single	85696.0	0	641	88	714	76	395	116	0	1313	12	1	4	6	19	9	1	1	0	Old	3
1138	33	PG	Single	10979.0	0	198	34	8	4	10	2	2	30	4	2	3	0	6	3	5	0	0	New	4
1139	61	UG	Married	49678.0	1	672	81	229	5	56	3	2	315	20	2	6	2	12	4	7	0	0	Old	2
1140	69	PG	Married	56129.0	1	534	65	320	48	133	39	72	660	48	4	6	2	18	10	4	0	0	Old	0
1141	33	UG	Married	37155.0	1	674	51	23	0	26	7	15	74	3	1	2	0	6	4	5	0	0	Old	2
1142	44	UG	Single	21282.0	1	31	76	1	5	8	4	8	46	20	2	2	1	5	2	6	0	0	New	4
1143	60	PG	Single	33419.0	1	476	76	56	0	12	0	0	86	18	2	2	0	6	4	7	0	0	Old	2
1144	77	UG	Single	63285.0	0	574	84	508	124	249	50	38	1103	134	1	6	5	24	13	3	0	0	Old	3
1145	48	PG	Married	21255.0	1	319	56	29	0	25	2	2	61	3	4	2	1	7	4	4	0	0	New	4
1146	41	UG	Married	42162.0	1	382	31	46	7	59	2	4	145	27	2	3	1	7	3	6	2	0	Old	2
1147	66	UG	Married	54450.0	2	813	0	454	0	171	8	19	684	32	12	9	2	19	8	8	0	0	Old	0
1148	68	PG	Married	57744.0	1	360	91	350	3	39	0	0	411	19	2	9	1	14	4	8	0	0	New	4
1149	36	UG	Single	26576.0	1	784	40	10	0	8	0	0	27	9	1	1	0	3	2	9	2	0	Old	2
1150	79	PG	Single	57513.0	0	547	59	735	40	183	52	20	1060	30	2	9	3	25	13	6	0	0	Old	0
1151	58	UG	Married	68142.0	1	829	96	897	126	196	91	112	1459	37	3	10	4	21	7	6	0	0	Old	3
1152	43	UG	Married	7500.0	1	829	61	5	2	3	3	0	18	5	1	1	0	3	2	8	0	0	Old	2
1153	48	UG	Married	83145.0	0	805	14	777	35	731	39	137	1833	114	1	5	9	25	11	2	2	0	Old	3
1154	62	PG	Married	54197.0	1	277	16	162	6	37	6	13	237	13	2	1	3	10	6	1	0	0	New	4
1155	59	PG	Single	23091.0	2	192	98	35	0	11	0	0	48	2	4	2	1	6	3	7	0	0	New	4
1156	46	UG	Married	46049.0	2	503	11	342	9	112	19	14	515	19	10	5	2	16	9	7	1	0	Old	0
1157	48	UG	Married	56715.0	0	938	52	258	105	239	237	172	1020	9	1	7	3	14	4	4	0	0	Old	3
1158	61	UG	Married	79410.0	0	191	19	658	80	483	123	13	1370	13	1	3	2	10	5	1	0	0	New	1
1159	71	UG	Married	57304.0	1	398	61	356	80	329	138	17	1026	106	2	7	6	23	10	5	0	0	Old	3
1160	57	UG	Married	44375.0	1	258	73	213	5	28	7	7	301	41	1	4	1	11	6	5	0	0	New	4
1161	66	UG	Married	54450.0	2	813	0	454	0	171	8	19	684	32	12	9	2	19	8	8	0	0	Old	0
1162	57	UG	Married	59594.0	1	777	74	457	4	29	0	0	499	9	1	8	1	16	7	7	1	0	Old	0
1163	28	UG	Married	80685.0	0	836	55	241	45	604	34	26	1004	54	1	6	4	20	10	2	0	0	Old	3
1164	48	PG	Married	40344.0	1	419	48	210	0	6	0	0	218	2	2	4	1	10	5	7	0	0	Old	2
1165	50	UG	Married	62710.0	1	562	53	441	35	83	7	29	606	11	4	4	2	18	12	4	0	0	Old	0
1166	54	UG	Married	48985.0	1	578	13	19	13	18	10	7	75	8	1	1	1	5	3	3	0	0	Old	2
1167	54	UG	Married	35322.0	3	836	34	28	9	37	12	7	106	13	3	2	0	6	4	8	0	0	Old	2
1168	74	UG	Married	77142.0	0	556	54	476	75	162	29	151	990	97	1	4	4	16	8	2	0	0	Old	3
1169	53	UG	Single	81657.0	0	318	69	364	40	425	158	60	1097	50	1	3	4	15	8	1	0	0	New	1
1170	26	UG	Married	14421.0	0	292	81	0	0	2	3	3	16	8	1	1	0	3	2	5	1	0	New	4
1171	48	UG	Married	20130.0	0	264	99	0	6	3	7	6	34	12	1	1	0	4	3	8	0	0	New	4
1172	32	PG	Married	74214.0	0	832	3	863	83	547	86	99	1711	33	1	8	2	15	5	5	0	0	Old	3
1173	65	PG	Married	66726.0	2	5	61	349	7	35	0	0	438	47	3	8	2	14	4	7	1	0	New	4
1174	43	UG	Married	23724.0	1	492	65	5	23	15	0	18	75	14	2	2	0	5	3	8	0	0	Old	2
1175	62	PG	Married	47353.0	1	388	93	184	2	19	8	8	225	4	3	2	2	10	6	5	0	0	Old	2
1176	70	PG	Married	33444.0	2	1000	24	8	0	8	0	0	18	2	1	1	0	3	2	8	0	0	Old	2
1177	41	UG	Married	54386.0	1	568	8	277	21	64	62	21	470	25	2	3	2	15	10	3	0	0	Old	0
1178	41	UG	Single	28510.0	2	602	72	44	5	19	0	4	91	19	3	2	0	6	4	5	0	0	Old	2
1179	31	PG	Single	90638.0	0	296	29	1156	120	915	94	144	2525	96	1	3	4	17	10	1	1	0	New	1
1180	72	UG	Married	48070.0	1	692	33	373	14	83	6	9	504	19	3	8	2	16	6	7	0	1	Old	0
1181	65	UG	Married	43140.0	1	584	68	134	8	76	6	0	235	11	1	4	1	10	5	6	0	0	Old	2
1182	61	PG	Single	54959.0	1	686	55	1148	0	60	0	0	1232	24	3	9	5	18	4	7	2	0	Old	0
1183	64	UG	Single	15056.0	2	641	76	6	12	3	21	6	88	40	5	2	2	7	3	5	0	0	Old	2
1184	51	UG	Single	26954.0	1	123	17	4	1	11	0	0	17	1	1	1	0	3	2	7	0	0	New	4
1185	37	UG	Single	22327.0	1	666	94	5	4	8	2	0	24	5	1	1	0	4	3	5	0	0	Old	2
1186	57	UG	Married	44393.0	2	471	86	24	2	20	2	2	60	10	2	1	0	5	4	4	0	0	Old	2
1187	70	PG	Single	62000.0	1	468	25	899	0	101	0	0	1020	20	1	6	6	25	13	4	1	0	Old	0
1188	60	PG	Married	31497.0	1	907	22	108	1	28	13	1	155	4	2	3	1	8	4	8	0	0	Old	2
1189	48	UG	Married	45894.0	2	282	15	27	2	7	0	2	51	13	1	1	0	4	3	5	0	0	New	4
1190	52	PG	Single	78579.0	0	714	35	816	66	549	216	66	1812	99	1	5	6	15	4	3	1	0	Old	3
1191	53	PG	Single	67369.0	1	749	81	1298	0	70	37	14	1461	42	4	7	4	21	10	4	3	0	Old	0
1192	62	UG	Single	58401.0	1	230	55	10	0	11	17	29	96	29	1	1	2	5	2	4	0	0	New	4
1193	70	UG	Single	62307.0	1	292	94	87	13	34	10	6	160	10	1	4	0	8	4	5	0	0	New	4
1194	53	PG	Married	43641.0	2	593	50	57	2	51	4	2	139	23	3	2	1	7	4	6	0	0	Old	2
1195	54	PG	Single	63841.0	1	594	64	635	15	100	20	7	908	131	1	9	3	21	9	6	0	0	Old	0
1196	57	UG	Married	46891.0	1	696	91	43	12	23	29	15	183	61	1	2	1	7	4	4	0	0	Old	2
1197	53	PG	Married	70091.0	1	615	11	964	34	137	15	0	1161	11	2	5	2	17	10	8	1	0	Old	0
1198	50	PG	Married	78075.0	0	216	72	572	8	259	34	35	988	80	1	3	5	13	5	1	0	0	New	1
1199	61	UG	Single	59184.0	1	818	6	341	142	113	259	151	1072	66	3	6	6	24	12	5	0	0	Old	3
1200	45	UG	Married	54809.0	2	392	0	63	6	57	13	13	174	22	4	2	1	8	5	4	0	0	Old	2
1201	63	UG	Married	58113.0	1	680	66	221	104	169	102	78	758	84	3	9	2	19	8	7	0	1	Old	0
1202	64	PG	Married	51412.0	1	340	42	140	3	29	4	5	195	14	2	3	2	9	4	4	0	0	New	4
1203	43	UG	Single	15287.0	1	787	60	1	2	8	4	3	31	13	2	1	1	4	2	7	2	0	Old	2
1204	65	PG	Married	66636.0	0	476	64	291	10	689	84	10	1084	0	1	3	4	16	9	1	0	0	Old	3
1205	66	PG	Married	50965.0	1	654	87	544	13	85	8	6	685	29	3	10	4	19	5	8	1	0	Old	0
1206	57	PG	Married	84618.0	0	379	96	684	100	801	21	66	1672	0	1	6	9	25	10	2	1	0	Old	3
1207	32	UG	Married	18351.0	0	403	1	1	12	9	0	14	43	7	1	2	0	5	3	7	0	0	Old	2
1208	65	PG	Married	40451.0	2	293	54	35	0	4	0	0	49	10	1	1	1	4	2	5	1	0	New	4
1209	57	UG	Married	36317.0	1	563	53	87	3	25	3	2	133	13	2	3	0	7	4	7	0	0	Old	2
1210	65	UG	Married	42213.0	1	361	96	309	3	24	4	3	363	20	2	5	1	13	7	7	1	0	New	4
1211	67	UG	Married	65748.0	1	600	58	172	73	93	95	78	545	34	2	2	4	16	10	1	0	1	Old	3
1212	50	UG	Married	77044.0	1	405	12	625	38	242	50	34	1065	76	2	7	11	29	11	4	1	0	Old	3
1213	53	UG	Married	74918.0	0	368	78	972	59	913	25	19	2047	59	1	5	9	20	6	3	1	0	New	1
1214	50	UG	Married	56721.0	2	766	64	157	6	39	6	13	296	75	5	4	1	10	5	6	0	0	Old	2
1215	47	UG	Single	42160.0	2	526	26	48	9	45	3	15	140	20	4	2	1	7	4	6	1	0	Old	2
1216	57	UG	Single	61559.0	1	507	8	279	83	88	32	14	530	34	1	4	2	16	10	3	0	0	Old	0
1217	59	PG	Married	33629.0	2	850	49	132	0	16	0	0	152	4	5	3	1	8	4	9	0	0	Old	2
1218	31	PG	Married	68682.0	0	544	56	919	0	505	99	30	1598	45	1	4	9	23	10	2	0	0	Old	3
1219	59	UG	Single	34377.0	1	686	55	62	0	22	3	1	114	26	2	2	2	6	2	7	0	0	Old	2
1220	36	UG	Single	8940.0	1	836	25	1	45	3	4	6	101	42	3	3	1	7	3	8	0	0	Old	2
1221	49	UG	Married	26228.0	1	440	50	2	6	4	3	1	25	9	1	1	0	3	2	8	0	0	Old	2
1222	65	UG	Single	77297.0	0	679	84	408	61	109	48	122	789	41	1	5	7	21	9	4	1	0	Old	3
1223	41	UG	Married	40211.0	2	494	30	51	1	7	2	1	87	25	2	2	1	5	2	8	1	0	Old	2
1224	64	PG	Single	33438.0	2	440	81	62	1	16	3	2	90	6	4	2	1	7	4	5	0	0	Old	2
1225	63	PG	Married	75032.0	1	587	74	952	12	180	47	12	1215	12	2	5	4	18	9	3	0	0	Old	0
